h,s,v,value
8,152,200,5
8,156,195,5
8,155,196,5
9,157,197,5
9,158,195,5
9,158,195,5
9,157,196,5
9,157,196,5
9,157,196,5
8,156,195,5
8,156,195,5
8,156,195,5
8,156,195,5
8,154,197,5
8,154,197,5
8,155,196,5
8,155,196,5
8,155,196,5
8,155,196,5
8,155,196,5
8,155,196,5
8,154,197,5
8,153,198,5
8,152,199,5
8,152,200,5
8,152,199,5
8,152,199,5
8,152,200,5
8,151,201,5
8,151,201,5
9,155,199,5
8,152,200,5
9,153,202,5
8,155,196,5
8,153,198,5
8,151,201,5
8,152,200,5
8,156,194,5
8,156,195,5
9,157,196,5
9,158,195,5
9,157,196,5
9,157,197,5
9,157,197,5
9,157,197,5
8,154,197,5
8,155,196,5
8,154,197,5
8,154,197,5
8,152,199,5
8,152,199,5
8,153,198,5
8,153,198,5
8,153,198,5
8,153,198,5
8,153,198,5
8,153,198,5
8,153,198,5
8,152,199,5
8,152,200,5
8,152,200,5
8,152,200,5
8,152,200,5
8,151,201,5
8,151,201,5
8,151,201,5
8,152,200,5
8,152,200,5
8,150,202,5
8,156,195,5
8,154,197,5
8,150,202,5
8,151,201,5
8,155,196,5
8,154,197,5
8,152,200,5
8,152,200,5
9,156,196,5
9,155,197,5
8,153,198,5
8,153,198,5
8,154,197,5
8,154,197,5
8,151,197,5
8,151,197,5
8,153,198,5
8,153,198,5
8,153,198,5
8,153,198,5
8,153,198,5
8,153,198,5
8,154,197,5
8,154,197,5
8,153,198,5
8,152,199,5
8,152,200,5
8,152,200,5
8,152,200,5
8,152,200,5
8,152,200,5
8,151,201,5
8,148,201,5
8,149,200,5
8,148,201,5
8,148,202,5
8,158,192,5
8,155,196,5
8,151,201,5
8,150,202,5
8,155,196,5
8,154,197,5
8,152,200,5
8,151,201,5
9,155,197,5
9,155,197,5
8,153,198,5
8,153,198,5
8,154,197,5
8,155,196,5
8,152,196,5
8,152,196,5
8,154,197,5
8,154,197,5
8,154,197,5
8,154,197,5
8,154,197,5
8,154,197,5
8,154,197,5
8,154,197,5
8,153,198,5
8,153,198,5
8,152,199,5
8,152,199,5
8,152,200,5
8,152,200,5
8,152,200,5
8,152,200,5
8,149,200,5
8,149,200,5
8,149,200,5
8,149,200,5
8,158,192,5
8,155,196,5
8,153,201,5
8,153,201,5
8,156,194,5
8,156,194,5
9,154,195,5
9,155,194,5
9,154,196,5
9,154,196,5
8,153,198,5
8,153,198,5
8,151,197,5
8,151,197,5
8,151,197,5
8,151,197,5
8,153,198,5
8,153,198,5
8,152,199,5
8,152,199,5
8,152,199,5
8,152,199,5
8,153,198,5
8,153,198,5
8,153,198,5
8,153,198,5
8,152,199,5
8,152,199,5
8,152,200,5
8,152,200,5
8,152,200,5
8,152,199,5
8,149,200,5
8,148,201,5
8,148,201,5
8,149,200,5
8,157,193,5
8,155,196,5
8,153,201,5
8,153,201,5
8,156,195,5
8,156,195,5
9,154,196,5
9,154,195,5
9,155,194,5
9,154,195,5
8,154,197,5
8,153,198,5
8,151,198,5
8,151,198,5
8,150,199,5
8,149,200,5
8,153,198,5
8,152,199,5
8,152,199,5
8,152,200,5
8,152,200,5
8,152,199,5
8,152,199,5
8,152,199,5
8,152,199,5
8,152,199,5
8,152,199,5
8,152,200,5
8,151,201,5
8,151,201,5
8,152,200,5
8,152,200,5
8,148,201,5
8,148,202,5
8,147,203,5
8,148,201,5
7,156,196,5
7,155,198,5
8,153,201,5
8,154,200,5
8,156,195,5
8,154,197,5
9,152,198,5
9,153,197,5
9,155,194,5
9,154,195,5
9,154,196,5
9,153,197,5
8,151,198,5
8,151,198,5
8,152,200,5
8,151,201,5
8,154,197,5
8,153,198,5
8,152,199,5
8,152,199,5
8,152,199,5
8,152,199,5
8,152,199,5
8,153,198,5
8,152,200,5
8,152,199,5
8,152,199,5
8,152,200,5
8,151,201,5
8,151,201,5
8,152,200,5
8,152,199,5
8,151,201,5
8,149,203,5
8,149,204,5
8,150,202,5
7,153,200,5
7,153,200,5
8,154,200,5
8,156,198,5
8,158,192,5
8,156,194,5
9,154,195,5
9,155,194,5
9,154,195,5
9,154,196,5
9,154,196,5
9,154,196,5
8,152,196,5
8,153,195,5
8,154,197,5
8,157,197,5
8,153,198,5
8,153,198,5
8,152,199,5
8,152,200,5
8,152,200,5
8,152,200,5
8,152,199,5
8,152,199,5
8,152,199,5
8,152,199,5
8,153,198,5
8,152,199,5
8,152,200,5
8,152,200,5
8,152,199,5
8,153,198,5
8,152,200,5
8,149,203,5
8,149,204,5
8,151,201,5
7,153,197,5
7,155,197,5
8,155,199,5
8,157,196,5
9,157,197,5
9,159,194,5
9,155,197,5
9,156,196,5
9,154,195,5
9,154,195,5
8,152,195,5
8,152,195,5
8,155,196,5
8,155,196,5
8,155,196,5
8,155,196,5
8,156,195,5
8,153,195,5
8,154,194,5
8,153,195,5
8,152,196,5
8,151,198,5
8,150,199,5
8,150,199,5
8,150,199,5
8,150,199,5
8,150,199,5
8,150,199,5
8,150,199,5
8,150,199,5
8,150,199,5
8,150,199,5
8,152,200,5
8,152,200,5
8,151,201,5
8,151,201,5
7,153,197,5
7,156,196,5
8,152,199,5
8,157,196,5
9,157,197,5
9,159,194,5
9,156,196,5
9,157,195,5
9,154,196,5
9,154,196,5
8,151,196,5
8,151,196,5
8,154,197,5
8,154,197,5
9,157,197,5
9,157,197,5
8,154,197,5
8,151,197,5
8,151,197,5
8,151,198,5
8,150,199,5
8,149,200,5
8,150,199,5
8,150,199,5
8,150,199,5
8,150,199,5
8,150,199,5
8,150,199,5
8,150,199,5
8,150,199,5
8,150,199,5
8,150,199,5
8,153,198,5
8,152,199,5
8,152,200,5
8,152,200,5
7,152,198,5
7,155,197,5
8,153,198,5
8,158,195,5
9,157,197,5
9,159,194,5
9,156,196,5
9,158,194,5
9,153,197,5
9,153,197,5
8,151,196,5
8,152,195,5
8,155,196,5
8,154,197,5
9,156,198,5
9,156,198,5
8,152,199,5
8,152,199,5
8,152,199,5
8,152,200,5
8,152,200,5
8,152,200,5
8,152,199,5
8,153,198,5
8,152,199,5
8,152,199,5
8,152,199,5
8,152,199,5
8,152,199,5
8,152,199,5
8,152,199,5
8,152,199,5
8,152,199,5
8,152,200,5
8,151,201,5
8,151,201,5
7,150,200,5
7,155,198,5
8,153,198,5
8,158,195,5
9,157,197,5
9,159,194,5
9,156,196,5
9,157,195,5
9,153,197,5
9,154,196,5
8,152,195,5
8,152,194,5
8,156,195,5
8,155,196,5
9,157,197,5
9,156,198,5
8,153,198,5
8,153,198,5
8,153,198,5
8,153,198,5
8,152,199,5
8,152,199,5
8,153,198,5
8,154,197,5
8,152,199,5
8,152,199,5
8,152,199,5
8,152,199,5
8,152,199,5
8,152,200,5
8,152,200,5
8,152,200,5
8,150,202,5
8,149,203,5
8,149,203,5
8,149,203,5
7,150,199,5
8,154,197,5
8,153,198,5
8,159,194,5
9,158,195,5
9,161,193,5
9,158,197,5
9,157,197,5
8,154,197,5
8,154,197,5
8,152,196,5
8,152,196,5
8,155,196,5
8,155,196,5
9,157,197,5
9,157,197,5
8,154,197,5
8,155,196,5
8,156,195,5
8,155,196,5
8,155,196,5
8,154,197,5
8,154,197,5
8,154,197,5
8,153,198,5
8,153,198,5
8,152,199,5
8,152,199,5
8,152,200,5
8,151,201,5
8,151,201,5
8,151,201,5
