h,s,v,value
93,45,174,0
93,49,177,0
93,55,180,0
93,62,180,0
93,62,180,0
93,64,180,0
91,62,178,0
91,62,178,0
90,58,176,0
89,58,176,0
89,58,176,0
89,58,177,0
89,60,178,0
89,60,178,0
91,61,180,0
91,61,181,0
91,60,182,0
91,60,182,0
91,61,181,0
91,61,180,0
91,61,180,0
91,64,180,0
91,63,181,0
91,63,181,0
91,63,181,0
91,63,181,0
91,63,182,0
91,63,182,0
91,63,181,0
91,64,180,0
90,66,179,0
88,69,180,0
88,69,181,0
88,69,182,0
88,69,182,0
88,69,182,0
88,69,181,0
88,69,180,0
88,69,180,0
88,69,181,0
88,68,183,0
88,68,185,0
88,67,186,0
88,67,186,0
88,68,185,0
88,68,185,0
90,67,184,0
90,67,184,0
90,66,185,0
90,66,186,0
90,66,185,0
90,66,185,0
90,67,184,0
89,69,184,0
89,69,185,0
89,69,185,0
89,69,185,0
89,69,186,0
89,69,185,0
89,69,185,0
89,69,184,0
89,72,185,0
89,71,186,0
89,71,186,0
89,71,187,0
89,71,186,0
89,72,185,0
89,71,186,0
89,71,187,0
89,68,188,0
89,68,187,0
89,68,187,0
89,68,187,0
89,68,187,0
89,68,187,0
89,68,187,0
89,68,188,0
90,65,187,0
93,67,190,0
93,67,189,0
93,67,189,0
92,69,192,0
92,68,196,0
92,67,198,0
93,69,196,0
93,70,193,0
93,67,189,0
93,67,189,0
94,66,189,0
94,66,190,0
93,61,189,0
93,61,189,0
91,33,169,0
90,36,171,0
93,45,174,0
93,50,174,0
93,56,179,0
93,62,181,0
95,64,182,0
93,63,182,0
91,60,179,0
91,60,179,0
90,58,177,0
90,58,177,0
90,58,177,0
90,57,178,0
91,61,181,0
91,61,181,0
93,61,184,0
93,61,184,0
93,61,185,0
93,61,185,0
93,60,186,0
93,61,185,0
93,61,184,0
93,63,183,0
93,62,186,0
93,62,184,0
93,62,184,0
93,62,185,0
93,62,184,0
93,63,182,0
93,63,182,0
91,64,180,0
90,66,178,0
90,66,179,0
90,65,180,0
90,65,181,0
90,65,181,0
90,65,181,0
90,65,180,0
90,65,180,0
90,65,181,0
90,65,181,0
90,64,182,0
90,64,182,0
90,64,182,0
90,64,182,0
90,64,182,0
90,64,182,0
90,64,182,0
90,64,182,0
90,64,183,0
90,64,183,0
90,64,184,0
90,63,185,0
90,63,185,0
90,66,186,0
90,67,184,0
90,67,184,0
90,67,184,0
90,66,186,0
90,66,186,0
90,67,184,0
90,67,183,0
89,69,185,0
89,69,184,0
89,69,185,0
89,69,186,0
89,68,187,0
89,68,187,0
89,68,187,0
89,68,187,0
90,66,185,0
90,66,185,0
90,66,185,0
90,66,185,0
90,66,185,0
90,66,185,0
90,66,185,0
90,66,186,0
90,66,186,0
93,66,192,0
93,67,191,0
93,67,190,0
93,67,191,0
94,67,193,0
94,67,194,0
94,67,194,0
94,67,193,0
94,67,190,0
94,67,190,0
94,63,190,0
94,63,191,0
93,59,190,0
93,59,190,0
91,33,170,0
92,38,174,0
93,45,175,0
94,52,177,0
94,58,181,0
94,61,181,0
95,64,182,0
94,65,184,0
93,62,182,0
91,60,180,0
90,57,178,0
90,57,178,0
90,57,178,0
90,57,178,0
91,59,181,0
91,61,181,0
93,61,184,0
93,61,184,0
93,61,184,0
93,61,185,0
93,60,186,0
93,61,185,0
93,61,184,0
93,61,183,0
93,61,185,0
93,62,184,0
93,62,184,0
93,62,185,0
